alpha,mmse,q
0.020000000000000004,0.9546439611629955,0.1453560388370045
0.02100301913217996,0.9515460919943045,0.14845390800569558
0.022056340633335867,0.9483012057024006,0.1516987942975995
0.02316248721539157,0.9447563746134606,0.1552436253865395
0.02432410810668714,0.940998052257839,0.1590019477421612
0.02554398539689818,0.9368640590521531,0.16313594094784706
0.026825040700158894,0.9326052287065437,0.1673947712934564
0.028170342152347164,0.9277793293284935,0.17222067067150656
0.029583111759290133,0.922772990873142,0.17722700912685804
0.031066733113489425,0.917201988171279,0.18279801182872113
0.03262475949784735,0.9113860989862945,0.18861390101370562
0.03426092239580288,0.9050850350590082,0.1949149649409919
0.03597914042825903,0.898360072780283,0.2016399272197171
0.03778352873870569,0.8910538629330341,0.208946137066966
0.03967840884901534,0.8833205088328765,0.21667949116712357
0.04166831900951639,0.8750509117423193,0.22494908825768084
0.043758025068132526,0.8664365909829104,0.23356340901708977
0.045952531884619875,0.857091515900013,0.24290848409998708
0.04825709531723901,0.8471572580125373,0.25284274198746287
0.05067723481057014,0.8367360797213559,0.26326392027864415
0.053218746614619034,0.8259464301122144,0.2740535698877858
0.055887717666874046,0.8140576301762433,0.28594236982375676
0.05869054017056137,0.803109668565124,0.2968903314348761
0.061633926904013835,0.7899536076762055,0.3100463923237946
0.06472492729781917,0.776877333441192,0.3231226665588081
0.06797094431825264,0.763415958664519,0.33658404133548114
0.07137975219742994,0.749381881089648,0.35061811891035205
0.07495951505264427,0.735285608261215,0.36471439173878506
0.07871880643948095,0.7202022902869096,0.3797977097130905
0.08266662988553945,0.7051611552139372,0.39483884478606285
0.08681244045394122,0.6891804382561391,0.410819561743861
0.09116616738826805,0.6725426511106289,0.4274573488893711
0.09573823789316571,0.6563156916593698,0.4436843083406303
0.10053960210756775,0.64072830610666,0.4592716938933401
0.10558175933035029,0.6236196894234818,0.4763803105765183
0.11087678556122833,0.6077032019539348,0.49229679804606535
0.11643736242285462,0.5902035274807214,0.5097964725192787
0.12227680753338936,0.573176227223233,0.5268237727767671
0.12840910640228315,0.5558849345622805,0.5441150654377196
0.13484894592566424,0.5391674119432366,0.5608325880567635
0.14161174956155131,0.522792863912003,0.5772071360879971
0.14871371426913693,0.5053230853817273,0.5946769146182728
0.1561718493006113,0.48845698125284553,0.6115430187471546
0.1640040169384332,0.4723519120521381,0.627648087947862
0.1722289752756139,0.45496768259201537,0.6450323174079847
0.18086642314147336,0.43958055170952626,0.6604194482904738
0.18993704728046604,0.4243525891212112,0.6756474108787889
0.19946257189706987,0.4081507206422067,0.6918492793577934
0.20946581068539888,0.39401297860657913,0.705987021393421
0.21997072146815086,0.3777986463439905,0.7222013536560096
0.23100246357575005,0.36271463521508296,0.7372853647849171
0.24258745810310908,0.34807064157816536,0.7519293584218347
0.2547534511883252,0.3334280910138786,0.7665719089861215
