alpha,mmse,mmse_std
0.0011999999999999995,1.0410263504780484,0.022667684943599418
0.0014339504663773768,1.032050497896786,0.02843877436350473
0.0017135116166865797,1.0266393638641853,0.024477735479554442
0.0020475756515756457,1.0126035513294946,0.025634371727178036
0.0024467683837665474,0.9941830832564416,0.023539327521978185
0.0029237872208495524,0.9736771289042592,0.019660890467327708
0.0034938050407711894,0.9454495560604894,0.020000685411259333
0.004174952806371233,0.9246192574791241,0.017897839128749506
0.004988896269832975,0.8800773504373605,0.02040465042961686
0.005961525110696122,0.8372244367920463,0.019044117169661607
0.007123776427335952,0.7785184277790917,0.017022872247381145
0.008512618775288796,0.7244360372038083,0.010855340232124467
0.010172228052431825,0.6420897329564226,0.018291150236326163
0.012155392633234709,0.5527330782662565,0.010582752995266669
0.014525192446189201,0.43765933948257163,0.011163565329025866
0.01735700540202846,0.3193430167888561,0.009831923220578348
0.0207409049926278,0.20221112727188828,0.006836385106728765
0.024784525322722913,0.09273368025279988,0.0023640442976752118
0.029616484704550354,0.024313146847805892,0.000931642312829503
0.03539047671212369,0.0017314372941681,0.00024299028999714455
0.042290158822222874,7.705594531601344e-06,4.040652781252529e-06
0.050534994138583214,1.1503849855176067e-10,1.1136349006642752e-10
0.06038723201116617,3.1512285388922408e-12,2.0176442056857635e-12
0.07216024958804215,2.8846226980259252e-12,1.8174797779200505e-12
0.08622851962556746,2.424533297326524e-12,2.1758631809993384e-12
0.10303952161009437,1.8002856152548952e-12,1.7754177606380633e-12
0.12312797505674725,5.90218654649311e-12,9.468979491744193e-12
0.1471328477139372,4.702893496615701e-12,6.611314955562924e-12
