alpha,mmse,mmse_std
0.0011999999999999995,1.035869167036314,0.022863227128642624
0.0014339504663773768,1.0196460140347565,0.034685824074226455
0.0017135116166865797,0.9865484283518251,0.03166706152887247
0.0020475756515756457,0.9814439553052825,0.02841827902645661
0.0024467683837665474,0.9567482578223598,0.02562776795458179
0.0029237872208495524,0.9231734440872498,0.02309126858195483
0.0034938050407711894,0.8806264948650552,0.01704088880521869
0.004174952806371233,0.8479476179707839,0.0158621078102011
0.004988896269832975,0.7849012585603117,0.023019926345790257
0.005961525110696122,0.7286243914196923,0.018354915986630804
0.007123776427335952,0.643458900162055,0.018203568670904863
0.008512618775288796,0.5500979708596025,0.010816088989992832
0.010172228052431825,0.43954061896716107,0.013445687627272437
0.012155392633234709,0.3221220731989526,0.009384124755544246
0.014525192446189201,0.2043110935018543,0.004653726140325694
0.01735700540202846,0.09557191495639329,0.0029092610648481375
0.0207409049926278,0.025203828600449632,0.001084410102277541
0.024784525322722913,0.002584355772879806,0.0003590300957618727
0.029616484704550354,2.8637743153444528e-05,9.397950320509058e-06
0.03539047671212369,5.8068811739362185e-09,1.1966347482421675e-08
0.042290158822222874,3.565113277431517e-12,3.5583652812860258e-12
0.050534994138583214,2.160114603337706e-12,1.4436055588040268e-12
0.06038723201116617,4.339224020791189e-12,8.735858968760433e-12
0.07216024958804215,3.3691990205355908e-12,5.556655800114559e-12
0.08622851962556746,1.8714864556337592e-12,1.5892363124853594e-12
0.10303952161009437,1.213010132523654e-12,7.788412059461277e-13
0.12312797505674725,4.91404444091032e-12,6.79236302820383e-12
