alpha,mmse,mmse_std
0.0011999999999999995,1.2341158688505276,0.133233317148789
0.0014339504663773768,1.1595555027014752,0.04216941303079328
0.0017135116166865797,1.1195404141876235,0.028432276051400734
0.0020475756515756457,1.1279001215312146,0.027852034280962938
0.0024467683837665474,1.1180700943840423,0.025951002380176943
0.0029237872208495524,1.1057574460859292,0.021068150737440824
0.0034938050407711894,1.099051089586091,0.02638877685720743
0.004174952806371233,1.0949201689180534,0.023141957125147706
0.004988896269832975,1.0793054055292948,0.022147644842992423
0.005961525110696122,1.074279876366286,0.019388879671265263
0.007123776427335952,1.0460283458390074,0.01968391141385329
0.008512618775288796,1.0412677660419125,0.023801760525057926
0.010172228052431825,1.027367154382104,0.02207128403104975
0.012155392633234709,1.0137416422034597,0.019339225477014135
0.014525192446189201,0.9995220929083902,0.026242026887153883
0.01735700540202846,0.9832469889572042,0.022329344812350396
0.0207409049926278,0.9589395097463695,0.02009479472030849
0.024784525322722913,0.936729169687424,0.017170384438636145
0.029616484704550354,0.9019301262486752,0.017642375452211735
0.03539047671212369,0.8735875931680106,0.018156411230408235
0.042290158822222874,0.8314790213576625,0.026740397655327913
0.050534994138583214,0.7810075014092613,0.01482600429578763
0.06038723201116617,0.719716999954068,0.02066788734835641
0.07216024958804215,0.6320809001269154,0.016255271196338145
0.08622851962556746,0.5435142169667148,0.017083845904010145
0.10303952161009437,0.4320653271308235,0.012161823146877117
0.12312797505674725,0.30979981789534,0.010469805388166529
0.1471328477139372,0.19159153081462252,0.0042869860253960225
0.17581767966569326,0.08214640468048062,0.003630270794936423
0.21009486979500744,0.015410124074549213,0.0009760911561944234
0.25105469710503775,0.00021448992769996876,5.4680315283267116e-05
0.29999999999999993,2.9528377170756585e-09,2.2885123017763736e-09
