alpha,mmse,q
0.004999999999999999,0.9898102516043207,0.06018974839567938
0.0052130075120968835,0.9892991381201516,0.06070086187984845
0.005435089464235709,0.9887400583191047,0.061259941680895366
0.0056666324411958815,0.9881634309017374,0.06183656909826265
0.005908039496849207,0.9875303566611863,0.062469643338813816
0.006159730855768002,0.9868770289642886,0.06312297103571138
0.006422144644722713,0.9861712692837001,0.06382873071629991
0.006695737655342456,0.9854586463428244,0.06454135365717562
0.006980986139266047,0.9846449231979589,0.06535507680204111
0.0072783866371676255,0.9837940987989241,0.06620590120107599
0.007588456843100082,0.9829147167328149,0.06708528326718506
0.007911736505660747,0.9819303838199019,0.06806961618009807
0.008248788367548126,0.9809306684003555,0.06906933159964455
0.008600199145145163,0.9798741310444252,0.0701258689555748
0.008966580549834187,0.9786940350933043,0.0713059649066957
0.009348570352821486,0.9774090632168503,0.07259093678314972
0.009746833495324925,0.976075145947318,0.07392485405268207
0.010162063246057278,0.9746324472578327,0.07536755274216737
0.010594982408020048,0.973096377508833,0.07690362249116696
0.011046344576708575,0.9714162389112067,0.07858376108879338
0.011516935451918495,0.9696022704493328,0.08039772955066725
0.012007574205437207,0.9676201422663279,0.08237985773367221
0.012519114907000988,0.9655558193193455,0.08444418068065455
0.013052448011000055,0.9632627566652052,0.08673724333479484
0.01360850190651947,0.9608563585838192,0.08914364141618082
0.014188244533414154,0.9581865198421206,0.09181348015787946
0.014792685067231106,0.955340574862222,0.09465942513777806
0.015422875675911833,0.9523169826919666,0.09768301730803343
0.016079913351332947,0.9488495007856598,0.10115049921434027
0.016764941818873134,0.9451570770195925,0.1048429229804076
0.01747915352833057,0.9413437924243926,0.10865620757560743
0.018223791729656404,0.9369372042153998,0.11306279578460025
0.019000152637117584,0.9324299259258352,0.11757007407416487
0.019809587685656285,0.9275395687273473,0.12246043127265269
0.02065350588337364,0.9220777420378119,0.12792225796218817
0.021533376264232795,0.9164819097011108,0.13351809029888934
0.022450730445250863,0.9101663593365492,0.1398336406634508
0.023407165292630993,0.9035845715840511,0.14641542841594887
0.024404345701475778,0.8963576990923303,0.15364230090766975
0.025444007493920506,0.8886232439989545,0.16137675600104548
0.02652796044073142,0.8805065461680192,0.16949345383198092
0.02765809141162837,0.8718485680428272,0.1781514319571728
0.028836367659816203,0.8631560781259493,0.18684392187405074
0.030064840246441918,0.8535184571014506,0.1964815428985495
0.031345647610938894,0.8429872868289978,0.20701271317100225
0.03268101929347326,0.8323178671547756,0.2176821328452244
0.03407327981597186,0.8206224651341587,0.22937753486584128
0.035524852728488085,0.8092678995472291,0.24073210045277094
0.037038264827948794,0.7961090855596564,0.25389091444034356
0.03861615055662618,0.7840843883588392,0.26591561164116084
0.040261256587991325,0.7715547788110937,0.2784452211889064
0.04197644660793179,0.7572151753338048,0.2927848246661952
0.04376470629965644,0.7425831483759162,0.3074168516240839
0.04562914854096457,0.7287004319227129,0.3212995680772871
0.047573018822926603,0.7140214969551445,0.33597850304485555
0.04959970089940859,0.6987567539794797,0.35124324602052037
0.05171272267727512,0.6831037717861597,0.36689622821384044
0.053915762357523614,0.6648562999805757,0.38514370001942433
0.056212654838040235,0.6497961707153967,0.40020382928460335
0.0586073983891226,0.6338038444997016,0.41619615550029837
0.06110416161339019,0.6170975871275315,0.43290241287246856
0.06370729070219705,0.5999928680917765,0.45000713190822356
0.06642131700117865,0.5819886482985936,0.46801135170140634
0.06925096489810259,0.5659864482962627,0.48401355170373744
0.0722011600467533,0.5492403715199922,0.5007596284800079
0.07527703794116686,0.5329893355645658,0.5170106644354342
0.07848395285514105,0.5161940883477514,0.5338059116522487
0.08182748716258159,0.499641872904227,0.550358127095773
0.08531346105490989,0.48233901739413154,0.5676609826058685
0.08894794267244605,0.4666902086858954,0.5833097913141047
0.09273725866740484,0.45038963560489575,0.5996103643951043
0.09668800521689072,0.4352395791967737,0.6147604208032263
0.1008070595050628,0.42045358278155887,0.6295464172184412
0.10510159169445805,0.4061898318092436,0.6438101681907564
0.10957907740730986,0.39121908777831926,0.6587809122216808
0.11424731073859046,0.37629611017664133,0.6737038898233587
0.11911441782342788,0.36411759972452573,0.6858824002754743
0.12418887098251531,0.3497548099593444,0.7002451900406557
0.12947950347013662,0.3354179319504724,0.7145820680495276
0.13499552485047941,0.3240166725894711,0.725983327410529
0.14074653702900217,0.31229016903166873,0.7377098309683313
0.14674255096676217,0.2991930168273139,0.7508069831726861
0.15299400410679823,0.2886771401287709,0.7613228598712292
0.15951177854290413,0.27661914176400604,0.773380858235994
0.16630721996241887,0.2644868066130188,0.7855131933869812
0.1733921573960077,0.25475458620504743,0.7952454137949526
0.18077892380881477,0.24567656620758438,0.8043234337924157
0.18848037756882832,0.23761921514958828,0.8123807848504118
0.19650992482983182,0.2265100132807537,0.8234899867192463
0.20488154286790158,0.214529120384915,0.835470879615085
0.21360980441207414,0.2077926149885505,0.8422073850114495
0.22270990301153784,0.20034991454401863,0.8496500854559814
0.23219767948350306,0.1915543921842633,0.8584456078157368
0.2420896494877932,0.18264194583018367,0.8673580541698164
0.2524030322761536,0.17870121783366055,0.8712987821663395
0.2631557806663242,0.16987152320754106,0.880128476792459
0.2743666122930538,0.16356701886731873,0.8864329811326813
0.2860550421904526,0.15544613783080818,0.8945538621691919
0.29824141676240407,0.1519471089193989,0.8980528910806012
0.31094694920016613,0.1447312914263844,0.9052687085736156
0.32419375640881487,0.13894144480041148,0.9110585551995886
0.3380048975068119,0.1323085282513966,0.9176914717486034
0.3524044139657097,0.1266767483354877,0.9233232516645123
0.36741737145986897,0.12122787426562054,0.9287721257343795
0.38306990349903786,0.11809939226611754,0.9319006077338825
0.3993892569197426,0.11438391315693175,0.9356160868430683
0.4164038393146821,0.10915756727847958,0.9408424327215205
0.4341432684826846,0.10475669846127755,0.9452433015387225
0.4526384239853058,0.10078867870759411,0.9492113212924059
0.471921500899819,0.09515782841270481,0.9548421715872952
0.4920260658621586,0.09109016907320411,0.9589098309267959
0.5129871154973821,0.08869438093463067,0.9613056190653694
0.5348411373393529,0.08585809602618322,0.9641419039738168
0.5576261733456976,0.08156813835185195,0.9684318616481481
0.5813818861185922,0.07744985452258768,0.9725501454774124
0.6061496279466553,0.07474222323397695,0.9752577767660231
0.6319725127881297,0.07248098353935517,0.9775190164606449
0.6588954913206528,0.06793482744710877,0.9820651725528913
0.6869654291882662,0.0651193058323537,0.9848806941676463
0.7162311885818583,0.06316112167605248,0.9868388783239476
0.7467437132950615,0.0622017292155046,0.9877982707844954
0.7785561174036564,0.058128444438173776,0.9918715555618263
0.8117237777228489,0.057386388365553764,0.9926136116344463
0.8463044302033744,0.054015342421458445,0.9959846575785416
0.8823582704342129,0.05305408249720267,0.9969459175027974
0.9591392278636476,0.04721643624090577,1.0027835637590943
1.0,0.045447085258553566,1.0045529147414465
