alpha,mmse,q
0.1,0.9007332546745159,1.099266745325484
0.10426015024193772,0.8968235311524266,1.1031764688475734
0.10870178928471425,0.8919847406166683,1.1080152593833317
0.11333264882391758,0.8874848978216701,1.11251510217833
0.11816078993698413,0.8839252623824974,1.1160747376175026
0.12319461711536006,0.8788636326586476,1.1211363673413524
0.12844289289445432,0.873174639396679,1.126825360603321
0.1339147531068492,0.8686013502995358,1.1313986497004642
0.15823473011321496,0.8456727448870158,1.1543272551129842
0.16497576735096262,0.8395033545793278,1.1604966454206722
0.1720039829029032,0.8339329237744662,1.1660670762255338
0.18697140705642976,0.8197172029837931,1.1802827970162069
0.19493666990649852,0.8134416576229537,1.1865583423770463
0.22092689153417147,0.7914304976497613,1.2085695023502387
0.3800030527423518,0.6758414346029538,1.3241585653970462
0.4490146089050173,0.63624614976504,1.36375385023496
0.46814330585262004,0.6238224646478143,1.3761775353521857
0.48808691402951565,0.6138666181195589,1.386133381880441
0.5088801498784102,0.6038185473215603,1.3961814526784397
0.5305592088146283,0.5925189910618269,1.407481008938173
0.5531618282325675,0.5814209484005719,1.418579051599428
0.5767273531963243,0.5708599008336588,1.4291400991663412
0.6012968049288384,0.5602956715727763,1.4397043284272237
0.626912952218778,0.5475466732916945,1.4524533267083055
0.653620385869465,0.5355296299539141,1.464470370046086
0.6814655963194373,0.5264808753018204,1.4735191246981796
0.710497054569762,0.5146209869679987,1.4853790130320013
0.740765296558976,0.5055394773158859,1.4944605226841141
0.7723230111325237,0.4923735761405106,1.5076264238594894
0.8052251317598265,0.48430975607289084,1.5156902439271092
0.8395289321586359,0.47296187027780245,1.5270381297221975
0.8752941259931292,0.4613218428428345,1.5386781571571655
0.9125829708192917,0.44896705779859314,1.5510329422014069
0.9514603764585322,0.4394860839985866,1.5605139160014134
0.9919940179881718,0.4275739861161043,1.5724260138838957
1.0342544535455025,0.4162518368695076,1.5837481631304924
1.0783152471504724,0.41225152149912936,1.5877484785008706
1.1242530967608049,0.399555444885042,1.600444555114958
1.1721479677824522,0.38982338319468557,1.6101766168053144
1.222083232267804,0.3785757894230548,1.6214242105769452
1.2741458140439412,0.3656481551956501,1.63435184480435
1.3284263400235732,0.36009971888405223,1.6399002811159478
1.385019297962052,0.35043736210347576,1.6495626378965242
1.444023200935066,0.33814779255862515,1.6618522074413749
1.5055407588233374,0.32888250938677954,1.6711174906132205
1.5696790571028212,0.3187737632036005,1.6812262367963995
1.636549743251632,0.3106672173208349,1.689332782679165
1.706269221098198,0.3036636708689222,1.6963363291310778
1.7789588534489211,0.29342456078709445,1.7065754392129056
1.854745173348097,0.28424730920707275,1.7157526907929272
1.9337601043378145,0.2782340562993273,1.7217659437006727
2.0161411901012563,0.2703679971600932,1.7296320028399068
2.1020318338891615,0.26274123776735214,1.7372587622326479
2.1915815481461975,0.2554094266551281,1.7445905733448719
2.2849462147718094,0.24738047179534295,1.752619528204657
2.3822883564685577,0.23758007216194676,1.7624199278380532
2.4837774196503064,0.23072643299447315,1.7692735670055268
2.5895900694027327,0.22396369088863533,1.7760363091113647
2.6999104970095886,0.21803531129212272,1.7819646887078773
2.8149307405800434,0.21232026306518925,1.7876797369348107
2.934851019335244,0.20487177709615212,1.7951282229038479
3.059880082135965,0.19785240359425682,1.8021475964057432
3.1902355708580834,0.1895495855624576,1.8104504144375424
3.3261443992483777,0.1865339752405104,1.8134660247594896
3.467843147920154,0.17848230516341035,1.8215176948365897
3.615578476176296,0.17197174104118473,1.8280282589588153
3.7696075513765672,0.16837388964716982,1.8316261103528302
3.930198496596637,0.16279992204085914,1.8372000779591409
4.097630857358032,0.1580156474692067,1.8419843525307933
4.272196088241484,0.1532579077037628,1.8467420922962372
4.454198060230757,0.1448759497837413,1.8551240502162587
4.643953589670062,0.14214175636506043,1.8578582436349396
4.841792989755865,0.13778736533091118,1.8622126346690888
5.048060645523074,0.13223822801202312,1.8677617719879769
5.263115613326486,0.12733369635823166,1.8726663036417683
5.487332245861077,0.1251527920010087,1.8748472079989913
5.721100843809052,0.11975374555063234,1.8802462544493677
5.964828335248082,0.11284571509615104,1.887154284903849
6.218938984003324,0.11131458152713014,1.8886854184728699
6.483875128176298,0.10948923903752728,1.8905107609624727
6.760097950136238,0.10412402175482405,1.895875978245176
7.048088279314196,0.10162096223029193,1.898379037769708
7.34834742919738,0.09677019989429647,1.9032298001057035
7.661398069980758,0.09391717278581746,1.9060828272141825
7.987785138394853,0.09104609179213541,1.9089539082078646
8.328076786293643,0.08731702277935827,1.9126829772206417
8.682865369653692,0.08335202442895895,1.916647975571041
9.052768479706117,0.08137334354498305,1.918626656455017
9.438430017996382,0.07801273554331312,1.9219872644566869
9.840521317243173,0.07551965110906389,1.924480348890936
10.259742309947642,0.0736820743537352,1.9263179256462648
10.69682274678706,0.07035975010576379,1.9296402498942362
11.152523466913953,0.06563448521867898,1.934365514781321
11.627637722371846,0.06428158846147869,1.9357184115385213
12.122992558933108,0.06162129725323018,1.9383787027467698
12.639450255762597,0.05905440862978173,1.9409455913702183
13.17790982641306,0.05822745182776168,1.9417725481722383
13.739308583765325,0.05639258908424161,1.9436074109157584
14.32462377163717,0.05436171701937531,1.9456382829806247
14.934874265901232,0.05237154646829745,1.9476284535317026
15.571122348073128,0.04970348000125924,1.9502965199987408
16.234475554456978,0.04813911740921073,1.9518608825907893
16.92608860406749,0.04662836790360991,1.95337163209639
17.64716540868426,0.04465674804413222,1.9553432519558678
18.398961168537465,0.042382970938598774,1.9576170290614012
19.182784557272953,0.04239168201842913,1.9576083179815709
20.000000000000004,0.03826412966362236,1.9617358703363776
