alpha,mmse,mmse_std
0.0011999999999999995,1.5336296632347581,0.03727308373235053
0.0014339504663773768,1.5237925749907193,0.04076894120888737
0.0017135116166865797,1.5182217031087593,0.04090893454745132
0.0020475756515756457,1.50736837692453,0.033173122459839416
0.0024467683837665474,1.4987048708786295,0.03935011944066713
0.0029237872208495524,1.4850290842958742,0.025012370419391684
0.0034938050407711894,1.4447258936867635,0.018064123790090397
0.004174952806371233,1.425373706784649,0.03259529978684911
0.004988896269832975,1.395839824994852,0.03135248639408653
0.005961525110696122,1.3441735265298087,0.03810867296516381
0.007123776427335952,1.2909714431111254,0.024154763544287184
0.008512618775288796,1.2327526584676507,0.028114430935596423
0.010172228052431825,1.1100117187704877,0.037415847540282425
0.012155392633234709,0.9769901609151719,0.024200553512387302
0.014525192446189201,0.8024260407967876,0.0198694813834313
0.01735700540202846,0.6218390162655328,0.02232667048105477
0.0207409049926278,0.4065569022274858,0.009519956741546357
0.024784525322722913,0.19931016902489923,0.007734790010178827
0.029616484704550354,0.06037998564356717,0.0026000169454564455
0.03539047671212369,0.004356903196462975,0.0007053473685567798
0.042290158822222874,4.290913169214504e-05,6.490509496922224e-05
0.050534994138583214,5.329411663409873e-10,1.045969187154906e-09
0.06038723201116617,6.302212862812662e-12,3.721559248557831e-12
0.07216024958804215,6.0097444411152885e-12,5.094142136509028e-12
0.08622851962556746,3.6013354893996428e-12,2.299987957508875e-12
0.10303952161009437,4.343209629739516e-12,3.5989398639127634e-12
0.12312797505674725,1.074281434852061e-11,2.33972992404792e-11
0.1471328477139372,3.917398617895178e-12,2.7536372443820534e-12
0.17581767966569326,9.548109177671019e-11,3.609880003479198e-10
0.21009486979500744,6.323428301842725e-12,1.3617465558064515e-11
0.25105469710503775,8.858077995520786e-11,2.840376177135661e-10
0.29999999999999993,2.4464258757828147e-10,7.854918165513926e-10
