alpha,mmse,mmse_std
0.0011999999999999995,2.168908615052329,0.2986239283116894
0.0014339504663773768,1.919348608853218,0.2306354846983721
0.0017135116166865797,1.829114582993324,0.11550738951948174
0.0020475756515756457,1.8147314312741003,0.11630099963361236
0.0024467683837665474,1.7608407967356265,0.072180172632467
0.0029237872208495524,1.775277316255965,0.08628349375872434
0.0034938050407711894,1.8084554738234295,0.0718134233727059
0.004174952806371233,1.764114346719943,0.04947097529756041
0.004988896269832975,1.7571527151441244,0.06901332224127509
0.005961525110696122,1.751144386164134,0.05316025213546966
0.007123776427335952,1.7571043122384036,0.06206389645791941
0.008512618775288796,1.7284202101944433,0.03963333006773474
0.010172228052431825,1.7242304740458976,0.047990333049824654
0.012155392633234709,1.7099190680767546,0.050778378449664874
0.014525192446189201,1.6685943068895253,0.03786637844410462
0.01735700540202846,1.6395294789133814,0.05016408785967533
0.0207409049926278,1.570995956822598,0.051866719744025624
0.024784525322722913,1.5405371522617357,0.037443158668147944
0.029616484704550354,1.469895587694102,0.037790649374018416
0.03539047671212369,1.4368520124846946,0.020924934959829014
0.042290158822222874,1.3783245852185968,0.03417707811001026
0.050534994138583214,1.3014189837653427,0.022568713879841346
0.06038723201116617,1.2345681539585138,0.023990326067589572
0.07216024958804215,1.1211960909562446,0.026024961740817067
0.08622851962556746,0.9966923221217585,0.023814910329268326
0.10303952161009437,0.8238493951912833,0.02874458557025239
0.12312797505674725,0.6111444657905196,0.01950459825570096
0.1471328477139372,0.398320412913675,0.014616191759055212
0.17581767966569326,0.18740013761780067,0.008953683476983566
0.21009486979500744,0.04386748664404668,0.0049199188123132355
0.25105469710503775,0.0006219972842431187,0.000266452117408324
0.29999999999999993,7.187377853606016e-09,8.117730222914715e-09
