alpha,mmse,mmse_std
0.0011999999999999995,1.5095413889638207,0.0339762627989263
0.0014339504663773768,1.4870965036663581,0.044293961347401475
0.0017135116166865797,1.48341539293642,0.015729797967452306
0.0020475756515756457,1.4633542077885238,0.03029386500916309
0.0024467683837665474,1.441482514415374,0.027070291043120344
0.0029237872208495524,1.4226571806435444,0.04084442113882924
0.0034938050407711894,1.3863799869598767,0.036164211382054175
0.004174952806371233,1.3465785239057528,0.015488678921889848
0.004988896269832975,1.2752678878183419,0.020882936824450575
0.005961525110696122,1.2058144528474735,0.03099361281368274
0.007123776427335952,1.1117039058781715,0.026146573557453937
0.008512618775288796,0.9710423412904612,0.022051059553223777
0.010172228052431825,0.8152581195253299,0.017108545762233224
0.012155392633234709,0.6160180081331872,0.015370955348552123
0.014525192446189201,0.4133137984647276,0.011672687093298917
0.01735700540202846,0.20888639578005483,0.007763769079192814
0.0207409049926278,0.06845809940412684,0.006443148301304498
0.024784525322722913,0.007208533955134369,0.0010542344641783117
0.029616484704550354,8.318167251838567e-05,8.528767645197432e-05
0.03539047671212369,1.4982243160204248e-08,2.9172423377709677e-08
0.042290158822222874,1.0125711623867099e-11,9.263288939897507e-12
0.050534994138583214,6.773476446844206e-12,7.099416757720258e-12
0.06038723201116617,3.8041549412521984e-12,2.1049758017786792e-12
0.07216024958804215,1.0732556116980689e-11,2.8270438512174536e-11
0.08622851962556746,3.0314468856866256e-12,1.462791976299084e-12
0.10303952161009437,1.812169058461194e-12,7.463425064034005e-13
0.12312797505674725,8.736429155016458e-10,3.3737026910634145e-09
0.1471328477139372,2.5589667990393343e-10,8.724081375226797e-10
0.17581767966569326,2.408859356702884e-11,7.387626290404547e-11
0.21009486979500744,4.53823976293961e-11,1.3707539152046252e-10
0.25105469710503775,5.593440836508501e-10,2.020000406883423e-09
0.29999999999999993,7.006330934287399e-10,1.7184260804770484e-09
