alpha,mmse,mmse_std
0.07385952904719474,0.8431623935184103,0.056356266534262796
0.08844302535551027,0.7947976359348441,0.0631966853074972
0.10590601964219439,0.7245032234250919,0.04003775342137322
0.12681706614363417,0.7009219903363002,0.054652945384894465
0.15185697960903605,0.626217081813301,0.05170620237784159
0.18184100103578024,0.582916851121358,0.051098252295370516
0.21774534000890317,0.5348079372891901,0.04902529245061997
0.26073895780118117,0.4900601391853371,0.03406329442950021
0.3122216260171923,0.42670994801123285,0.03504833857837619
0.37386949988176216,0.37438414212315335,0.023874995262405593
0.44768968993243946,0.3375286814939309,0.031621717722511544
0.5360856088426296,0.290647526168482,0.019945961882557622
0.6419352209150545,0.2628081425524379,0.0254702015245205
0.768684741865973,0.23304890008875268,0.016122428571542058
0.9204608395459063,0.2019242026924431,0.017631507532014895
1.1022049885898213,0.17007027068061722,0.013395414418162114
1.3198343532698427,0.15594738823859805,0.010719755501572763
1.5804344365197618,0.13063257679548346,0.011140415589219474
1.8924897673328422,0.11401082594873081,0.007244639109988879
2.266160137174871,0.09661434351736006,0.010819012294181682
2.7136113790237624,0.0720228181990456,0.0
