alpha,mmse,mmse_std
0.21774534000890317,0.8659563897492994,0.026943824947956
0.26073895780118117,0.8361054136279216,0.03180342319305111
0.3122216260171923,0.8361157680710583,0.042873917638788034
0.37386949988176216,0.7769531285330291,0.022890790377602055
0.44768968993243946,0.7500399596578458,0.05681521881480643
0.5360856088426296,0.7048058965813983,0.020062994118852144
0.6419352209150545,0.6896380998462774,0.05144289379626731
0.768684741865973,0.640797972393976,0.023693770080609366
0.9204608395459063,0.5955973936577436,0.02307141664564796
1.1022049885898213,0.5503380832402754,0.02637712390569802
1.3198343532698427,0.5307744387362909,0.03270466346516191
1.5804344365197618,0.4844322649489267,0.05099884533164573
1.8924897673328422,0.4405497692080128,0.03512938394866441
2.266160137174871,0.3916840424880546,0.03448626241305653
2.7136113790237624,0.3062682001623697,0.0
